z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,AR
0.0088750000000000009,4.3148952602952111,0.0,300.0,0.8676735031478192,0.35483870967741948,-3.1373314931395192e-22,-4.1756323044983419e-17,0.64516129032258085,-5.7648115604736795e-20,6.0715899917498034e-18,-8.0625571338632664e-17,4.0288308412044913e-17,-8.0959948476605178e-103
0.0094375000000000014,4.3148952602952102,0.0,299.99999999999994,0.8676735031478195,0.35483870967741926,-3.1068545056605592e-22,-4.1350691026814648e-17,0.64516129032258107,-5.708810223575276e-20,5.6651591694310465e-18,-8.1482058739784455e-17,4.0310431033364865e-17,-6.1711688854827093e-103
0.0097187500000000017,4.3148952602951995,0.0,299.99999999999994,0.8676735031478217,0.35483870967741754,-3.0916902940648968e-22,-4.1148863637981439e-17,0.64516129032258274,-5.680946053213863e-20,5.4629361671656145e-18,-8.1908374617098373e-17,4.0321520148028971e-17,-4.9262535868999675e-103
0.0098593750000000001,4.3148952602951312,0.0,299.99999999999994,0.8676735031478353,0.35483870967740633,-3.0841252187005924e-22,-4.1048177423108431e-17,0.64516129032259384,-5.6670451711952912e-20,5.3620785025729498e-18,-8.2121044621223605e-17,4.0327071672175779e-17,-4.3110644961609347e-103
0.01,4.3148952602945583,0.0,300.0,0.8676735031479504,0.35483870967731157,-3.0765485124952619e-22,-4.094737019650822e-17,0.64516129032268865,-5.6531187403972446e-20,5.261520485467888e-18,-8.2333233050206393e-17,4.0332630054567063e-17,-3.6960115191592075e-103
0.010062499999999999,4.3148952602929214,0.0,300.00000000000028,0.8676735031482795,0.35483870967704073,-3.073020782769348e-22,-4.0900888657534036e-17,0.64516129032295944,-5.646577939769414e-20,5.2172542889572621e-18,-8.2427383701874954e-17,4.0335102285838236e-17,-3.4016707436678552e-103
0.010124999999999999,4.3148952602858275,0.0,300.00000000000176,0.8676735031497061,0.354838709675866,-3.0682039602517323e-22,-4.0842719500396786e-17,0.64516129032413416,-5.6369635622298215e-20,5.1765371664307066e-18,-8.2520902480824609e-17,4.0337582338472431e-17,-3.0581415924695442e-103
0.010187499999999999,4.3148952602550841,0.0,300.00000000001097,0.8676735031558879,0.35483870967076836,-3.0518647243492198e-22,-4.0700455682352898e-17,0.64516129032923175,-5.5971259295215929e-20,5.1697806858398685e-18,-8.2609038879641883e-17,4.0340132555920698e-17,-2.6368335123990966e-103
0.010249999999999999,4.3148952601219461,0.0,300.00000000006878,0.8676735031826608,0.35483870964864983,-2.9243835506852499e-22,-3.9954971062721807e-17,0.6451612903513505,-5.2376772300716829e-20,5.4916043641842479e-18,-8.264463558934424e-17,4.0343417695089327e-17,-2.1243136232993786e-103
0.010312499999999999,4.3148952595458399,0.0,300.00000000043042,0.8676735032985087,0.35483870955267499,-1.6399213109719749e-22,-3.4884361395353122e-17,0.64516129044732506,-1.2871202198725194e-20,8.9943590691856271e-18,-8.2158673260742456e-17,4.035452585233911e-17,-1.5386880837833006e-103
0.010374999999999999,4.3148952570560466,0.0,300.00000000269381,0.8676735037991754,0.35483870913623222,1.2488623136832883e-21,1.1957769713173881e-18,0.64516129086376783,4.4826575993698078e-19,4.3258770216113498e-17,-7.6500665696221137e-17,4.0449035136859131e-17,-9.69566672484385e-104
0.010437499999999999,4.3148952463150856,0.0,300.00000001685817,0.8676735059590506,0.35483870732925027,1.7616654797915622e-20,2.5960078180231473e-16,0.64516129267074884,6.0060300619188513e-18,3.7446330442691407e-16,-1.9940107075682208e-17,4.1432810822453852e-17,-6.5583107853824099e-104
0.010499999999999999,4.3148952001000627,0.0,300.00000010549854,0.8676735152523241,0.35483869948859864,2.1379246617141045e-19,2.11197669810014e-15,0.64516130051139498,7.4299438117189325e-17,3.5643865177395547e-15,5.3076483745422416e-16,5.1898537313197381e-17,-1.1363896809886337e-103
0.010562499999999999,4.3148950020155947,0.0,300.00000066020931,0.8676735550846816,0.35483866546733112,2.6164575426014057e-18,1.5392416389597328e-14,0.6451613345326126,9.2327457837949814e-16,3.4174040278606625e-14,5.7750328802309656e-15,1.6346726488256306e-16,-3.4301989622362311e-103
